Ages,Gender,Height,Weight,Activity Level,Dietary Preference,Daily Calorie Target,Protein,Sugar,Sodium,Calories,Carbohydrates,Fiber,Fat
57,Male,163.0,56.0,Extremely Active,Vegan,1967.0,147.0,98.0,29.4,1957.0,196.0,23.52,65.0
39,Male,178.0,87.0,Moderately Active,Omnivore,3278.0,245.0,163.5,49.0,3269.0,327.0,39.24,109.0
27,Male,153.0,66.0,Moderately Active,Vegetarian,2303.0,172.0,115.0,34.4,2292.0,230.0,27.6,76.0
53,Female,153.0,72.0,Lightly Active,Omnivore,1719.0,128.0,85.5,25.6,1709.0,171.0,20.52,57.0
46,Male,184.0,94.0,Sedentary,Omnivore,2238.0,167.0,111.5,33.4,2226.0,223.0,26.76,74.0
22,Female,177.0,82.0,Lightly Active,Vegetarian,2775.0,208.0,138.5,41.6,2768.0,277.0,33.24,92.0
68,Female,153.0,58.0,Extremely Active,Omnivore,2466.0,184.0,123.0,36.8,2458.0,246.0,29.52,82.0
56,Male,191.0,59.0,Very Active,Vegetarian,2602.0,195.0,130.0,39.0,2594.0,260.0,31.2,86.0
34,Male,199.0,69.0,Sedentary,Vegetarian,1622.0,121.0,81.0,24.2,1618.0,162.0,19.44,54.0
48,Female,166.0,85.0,Lightly Active,Omnivore,2543.0,190.0,127.0,38.0,2532.0,254.0,30.48,84.0
60,Female,177.0,67.0,Lightly Active,Vegan,1308.0,98.0,65.0,19.6,1299.0,130.0,15.6,43.0
33,Male,151.0,58.0,Moderately Active,Vegetarian,2613.0,195.0,130.5,39.0,2607.0,261.0,31.32,87.0
48,Female,184.0,86.0,Lightly Active,Vegan,1712.0,128.0,85.5,25.6,1709.0,171.0,20.52,57.0
40,Female,178.0,66.0,Lightly Active,Omnivore,2440.0,183.0,122.0,36.6,2437.0,244.0,29.28,81.0
64,Female,164.0,68.0,Extremely Active,Vegetarian,2325.0,174.0,116.0,34.8,2317.0,232.0,27.84,77.0
68,Male,159.0,96.0,Sedentary,Omnivore,1442.0,108.0,72.0,21.6,1440.0,144.0,17.28,48.0
47,Male,179.0,52.0,Extremely Active,Vegetarian,2176.0,163.0,108.5,32.6,2168.0,217.0,26.04,72.0
66,Male,177.0,80.0,Sedentary,Omnivore,1897.0,142.0,94.5,28.4,1891.0,189.0,22.68,63.0
70,Male,169.0,64.0,Sedentary,Vegetarian,2121.0,159.0,106.0,31.8,2114.0,212.0,25.44,70.0
18,Female,165.0,54.0,Extremely Active,Vegetarian,2008.0,150.0,100.0,30.0,1994.0,200.0,24.0,66.0
21,Female,176.0,57.0,Extremely Active,Omnivore,3167.0,237.0,158.0,47.4,3157.0,316.0,37.92,105.0
49,Female,186.0,57.0,Sedentary,Vegetarian,2091.0,156.0,104.5,31.2,2081.0,209.0,25.08,69.0
67,Female,196.0,62.0,Sedentary,Vegetarian,2118.0,158.0,105.5,31.6,2106.0,211.0,25.32,70.0
19,Male,185.0,68.0,Extremely Active,Vegan,3317.0,248.0,165.5,49.6,3306.0,331.0,39.72,110.0
27,Female,189.0,66.0,Very Active,Vegetarian,3165.0,237.0,158.0,47.4,3157.0,316.0,37.92,105.0
19,Male,163.0,100.0,Lightly Active,Omnivore,3152.0,236.0,157.5,47.2,3149.0,315.0,37.8,105.0
65,Male,158.0,84.0,Extremely Active,Omnivore,3364.0,252.0,168.0,50.4,3360.0,336.0,40.32,112.0
37,Female,152.0,98.0,Sedentary,Vegetarian,1900.0,142.0,95.0,28.4,1895.0,190.0,22.8,63.0
69,Male,194.0,62.0,Extremely Active,Vegetarian,2335.0,175.0,116.5,35.0,2325.0,233.0,27.96,77.0
43,Male,173.0,52.0,Extremely Active,Omnivore,2143.0,160.0,107.0,32.0,2135.0,214.0,25.68,71.0
62,Female,195.0,90.0,Extremely Active,Omnivore,3130.0,234.0,156.5,46.8,3124.0,313.0,37.56,104.0
19,Female,174.0,100.0,Moderately Active,Vegetarian,2338.0,175.0,116.5,35.0,2325.0,233.0,27.96,77.0
47,Female,162.0,84.0,Very Active,Vegetarian,2512.0,188.0,125.5,37.6,2503.0,251.0,30.12,83.0
19,Male,166.0,52.0,Lightly Active,Vegan,2017.0,151.0,100.5,30.2,2011.0,201.0,24.12,67.0
52,Male,179.0,62.0,Extremely Active,Vegetarian,2819.0,211.0,140.5,42.2,2805.0,281.0,33.72,93.0
29,Female,181.0,85.0,Extremely Active,Vegan,3182.0,238.0,159.0,47.6,3178.0,318.0,38.16,106.0
25,Female,160.0,61.0,Lightly Active,Vegan,2320.0,174.0,116.0,34.8,2317.0,232.0,27.84,77.0
28,Female,175.0,76.0,Extremely Active,Vegetarian,3450.0,258.0,172.5,51.6,3447.0,345.0,41.4,115.0
49,Female,198.0,76.0,Lightly Active,Omnivore,1688.0,126.0,84.0,25.2,1680.0,168.0,20.16,56.0
40,Female,183.0,58.0,Sedentary,Omnivore,2135.0,160.0,106.5,32.0,2131.0,213.0,25.56,71.0
54,Female,179.0,57.0,Moderately Active,Vegan,1949.0,146.0,97.0,29.2,1936.0,194.0,23.28,64.0
24,Male,198.0,87.0,Sedentary,Vegetarian,1891.0,141.0,94.5,28.2,1887.0,189.0,22.68,63.0
42,Male,154.0,86.0,Lightly Active,Vegetarian,1724.0,129.0,86.0,25.8,1717.0,172.0,20.64,57.0
60,Male,181.0,94.0,Moderately Active,Vegan,2753.0,206.0,137.5,41.2,2743.0,275.0,33.0,91.0
27,Male,167.0,62.0,Sedentary,Omnivore,1840.0,138.0,92.0,27.6,1837.0,184.0,22.08,61.0
37,Male,168.0,64.0,Lightly Active,Vegan,2076.0,155.0,103.5,31.0,2069.0,207.0,24.84,69.0
29,Male,155.0,69.0,Lightly Active,Vegan,1588.0,119.0,79.0,23.8,1576.0,158.0,18.96,52.0
50,Male,193.0,99.0,Lightly Active,Vegetarian,3182.0,238.0,159.0,47.6,3178.0,318.0,38.16,106.0
52,Female,159.0,76.0,Moderately Active,Vegan,2065.0,154.0,103.0,30.8,2052.0,206.0,24.72,68.0
61,Female,192.0,93.0,Extremely Active,Vegan,2661.0,199.0,133.0,39.8,2652.0,266.0,31.92,88.0
41,Male,166.0,66.0,Very Active,Omnivore,2583.0,193.0,129.0,38.6,2578.0,258.0,30.96,86.0
40,Male,165.0,66.0,Moderately Active,Omnivore,1819.0,136.0,90.5,27.2,1808.0,181.0,21.72,60.0
44,Male,156.0,78.0,Moderately Active,Omnivore,2887.0,216.0,144.0,43.2,2880.0,288.0,34.56,96.0
36,Male,165.0,82.0,Extremely Active,Vegetarian,2684.0,201.0,134.0,40.2,2677.0,268.0,32.16,89.0
56,Male,184.0,69.0,Moderately Active,Vegetarian,2925.0,219.0,146.0,43.8,2917.0,292.0,35.04,97.0
20,Female,156.0,96.0,Lightly Active,Vegetarian,2801.0,210.0,140.0,42.0,2797.0,280.0,33.6,93.0
52,Female,172.0,54.0,Sedentary,Vegetarian,1432.0,107.0,71.5,21.4,1423.0,143.0,17.16,47.0
23,Female,181.0,95.0,Extremely Active,Vegetarian,2929.0,219.0,146.0,43.8,2917.0,292.0,35.04,97.0
41,Male,170.0,90.0,Extremely Active,Vegan,3348.0,251.0,167.0,50.2,3339.0,334.0,40.08,111.0
65,Male,163.0,73.0,Moderately Active,Vegan,1714.0,128.0,85.5,25.6,1709.0,171.0,20.52,57.0
39,Male,191.0,86.0,Moderately Active,Omnivore,3388.0,254.0,169.0,50.8,3376.0,338.0,40.56,112.0
32,Male,188.0,81.0,Sedentary,Vegan,1696.0,127.0,84.5,25.4,1688.0,169.0,20.28,56.0
29,Female,179.0,79.0,Extremely Active,Vegetarian,2545.0,190.0,127.0,38.0,2532.0,254.0,30.48,84.0
21,Male,177.0,60.0,Moderately Active,Vegan,2489.0,186.0,124.0,37.2,2474.0,248.0,29.76,82.0
49,Female,151.0,57.0,Very Active,Omnivore,1410.0,105.0,70.5,21.0,1407.0,141.0,16.92,47.0
63,Female,186.0,96.0,Very Active,Omnivore,2840.0,213.0,142.0,42.6,2834.0,284.0,34.08,94.0
42,Female,151.0,55.0,Extremely Active,Vegetarian,1633.0,122.0,81.5,24.4,1626.0,163.0,19.56,54.0
49,Female,174.0,63.0,Lightly Active,Vegetarian,1303.0,97.0,65.0,19.4,1295.0,130.0,15.6,43.0
64,Female,182.0,54.0,Lightly Active,Vegetarian,1200.0,90.0,60.0,18.0,1200.0,120.0,14.4,40.0
21,Female,183.0,56.0,Very Active,Omnivore,2480.0,186.0,124.0,37.2,2474.0,248.0,29.76,82.0
38,Female,150.0,58.0,Lightly Active,Vegan,1603.0,120.0,80.0,24.0,1597.0,160.0,19.2,53.0
69,Female,179.0,58.0,Lightly Active,Vegan,1640.0,123.0,82.0,24.6,1634.0,164.0,19.68,54.0
57,Female,188.0,59.0,Very Active,Omnivore,2275.0,170.0,113.5,34.0,2263.0,227.0,27.24,75.0
42,Female,187.0,58.0,Lightly Active,Vegetarian,2394.0,179.0,119.5,35.8,2383.0,239.0,28.68,79.0
20,Female,153.0,96.0,Very Active,Vegan,3355.0,251.0,167.5,50.2,3343.0,335.0,40.2,111.0
41,Female,159.0,74.0,Moderately Active,Vegan,2620.0,196.0,131.0,39.2,2615.0,262.0,31.44,87.0
18,Female,168.0,75.0,Extremely Active,Vegetarian,2943.0,220.0,147.0,44.0,2938.0,294.0,35.28,98.0
66,Female,195.0,94.0,Extremely Active,Vegan,2668.0,200.0,133.0,40.0,2656.0,266.0,31.92,88.0
46,Female,169.0,100.0,Very Active,Omnivore,2872.0,215.0,143.5,43.0,2863.0,287.0,34.44,95.0
34,Female,163.0,57.0,Lightly Active,Vegan,2229.0,167.0,111.0,33.4,2222.0,222.0,26.64,74.0
70,Male,196.0,84.0,Sedentary,Vegetarian,2564.0,192.0,128.0,38.4,2557.0,256.0,30.72,85.0
66,Male,158.0,98.0,Sedentary,Omnivore,1471.0,110.0,73.5,22.0,1469.0,147.0,17.64,49.0
50,Female,162.0,78.0,Sedentary,Omnivore,2157.0,161.0,107.5,32.2,2143.0,215.0,25.8,71.0
23,Female,193.0,98.0,Moderately Active,Vegan,3460.0,259.0,173.0,51.8,3455.0,346.0,41.52,115.0
23,Female,193.0,76.0,Sedentary,Vegetarian,1528.0,114.0,76.0,22.8,1514.0,152.0,18.24,50.0
40,Male,152.0,82.0,Sedentary,Vegetarian,1390.0,104.0,69.5,20.8,1386.0,139.0,16.68,46.0
20,Male,166.0,94.0,Lightly Active,Vegan,2088.0,156.0,104.0,31.2,2077.0,208.0,24.96,69.0
21,Female,170.0,59.0,Extremely Active,Omnivore,2634.0,197.0,131.5,39.4,2623.0,263.0,31.56,87.0
33,Male,173.0,77.0,Very Active,Vegetarian,2917.0,218.0,145.5,43.6,2909.0,291.0,34.92,97.0
41,Male,199.0,52.0,Extremely Active,Vegan,2471.0,185.0,123.5,37.0,2466.0,247.0,29.64,82.0
63,Male,188.0,100.0,Moderately Active,Omnivore,2890.0,216.0,144.5,43.2,2884.0,289.0,34.68,96.0
69,Male,171.0,99.0,Extremely Active,Omnivore,3765.0,282.0,188.0,56.4,3757.0,376.0,45.12,125.0
51,Female,193.0,100.0,Very Active,Vegan,2588.0,194.0,129.0,38.8,2582.0,258.0,30.96,86.0
41,Female,153.0,56.0,Moderately Active,Vegan,1782.0,133.0,89.0,26.6,1775.0,178.0,21.36,59.0
64,Female,182.0,70.0,Extremely Active,Vegetarian,2077.0,155.0,103.5,31.0,2069.0,207.0,24.84,69.0
40,Female,199.0,58.0,Sedentary,Vegan,2255.0,169.0,112.5,33.8,2251.0,225.0,27.0,75.0
67,Male,161.0,89.0,Sedentary,Vegan,2379.0,178.0,118.5,35.6,2371.0,237.0,28.44,79.0
21,Male,188.0,84.0,Extremely Active,Omnivore,3638.0,272.0,181.5,54.4,3629.0,363.0,43.56,121.0
52,Female,193.0,90.0,Lightly Active,Vegan,2817.0,211.0,140.5,42.2,2805.0,281.0,33.72,93.0
21,Male,165.0,72.0,Moderately Active,Vegan,2059.0,154.0,102.5,30.8,2048.0,205.0,24.6,68.0
58,Male,151.0,80.0,Lightly Active,Vegan,2005.0,150.0,100.0,30.0,1994.0,200.0,24.0,66.0
55,Female,194.0,65.0,Very Active,Vegetarian,2960.0,222.0,148.0,44.4,2954.0,296.0,35.52,98.0
37,Female,198.0,87.0,Sedentary,Vegan,2113.0,158.0,105.5,31.6,2106.0,211.0,25.32,70.0
30,Male,179.0,78.0,Extremely Active,Vegetarian,3332.0,249.0,166.5,49.8,3327.0,333.0,39.96,111.0
52,Male,175.0,98.0,Lightly Active,Omnivore,2000.0,150.0,100.0,30.0,1994.0,200.0,24.0,66.0
42,Female,168.0,58.0,Extremely Active,Vegan,2392.0,179.0,119.5,35.8,2383.0,239.0,28.68,79.0
56,Female,157.0,84.0,Moderately Active,Omnivore,1639.0,122.0,81.5,24.4,1626.0,163.0,19.56,54.0
24,Male,188.0,51.0,Moderately Active,Omnivore,2933.0,219.0,146.5,43.8,2921.0,293.0,35.16,97.0
19,Male,191.0,93.0,Very Active,Vegan,3008.0,225.0,150.0,45.0,3000.0,300.0,36.0,100.0
47,Female,190.0,78.0,Sedentary,Omnivore,1885.0,141.0,94.0,28.2,1874.0,188.0,22.56,62.0
29,Female,153.0,88.0,Extremely Active,Vegetarian,2907.0,218.0,145.0,43.6,2896.0,290.0,34.8,96.0
47,Male,175.0,90.0,Extremely Active,Vegan,2851.0,213.0,142.5,42.6,2847.0,285.0,34.2,95.0
69,Female,162.0,98.0,Extremely Active,Omnivore,2824.0,211.0,141.0,42.2,2818.0,282.0,33.84,94.0
69,Male,195.0,84.0,Moderately Active,Vegetarian,3164.0,237.0,158.0,47.4,3157.0,316.0,37.92,105.0
44,Female,152.0,60.0,Extremely Active,Vegan,2721.0,204.0,136.0,40.8,2714.0,272.0,32.64,90.0
56,Female,199.0,88.0,Moderately Active,Vegetarian,2608.0,195.0,130.0,39.0,2594.0,260.0,31.2,86.0
23,Female,151.0,74.0,Lightly Active,Vegan,1435.0,107.0,71.5,21.4,1423.0,143.0,17.16,47.0
60,Female,188.0,82.0,Extremely Active,Vegetarian,3414.0,256.0,170.5,51.2,3405.0,341.0,40.92,113.0
60,Male,174.0,61.0,Very Active,Vegetarian,2919.0,218.0,145.5,43.6,2909.0,291.0,34.92,97.0
35,Male,167.0,91.0,Moderately Active,Vegetarian,2264.0,169.0,113.0,33.8,2255.0,226.0,27.12,75.0
34,Male,197.0,84.0,Sedentary,Vegan,2787.0,209.0,139.0,41.8,2776.0,278.0,33.36,92.0
47,Male,168.0,89.0,Moderately Active,Vegan,2650.0,198.0,132.5,39.6,2644.0,265.0,31.8,88.0
24,Male,166.0,80.0,Sedentary,Vegetarian,2067.0,155.0,103.0,31.0,2056.0,206.0,24.72,68.0
41,Female,161.0,66.0,Moderately Active,Omnivore,1515.0,113.0,75.5,22.6,1506.0,151.0,18.12,50.0
60,Male,150.0,57.0,Lightly Active,Vegetarian,1667.0,125.0,83.0,25.0,1659.0,166.0,19.92,55.0
47,Female,188.0,54.0,Lightly Active,Vegetarian,1813.0,135.0,90.5,27.0,1804.0,181.0,21.72,60.0
39,Male,181.0,97.0,Lightly Active,Vegan,2127.0,159.0,106.0,31.8,2114.0,212.0,25.44,70.0
37,Female,181.0,81.0,Moderately Active,Vegan,1972.0,147.0,98.5,29.4,1961.0,197.0,23.64,65.0
23,Female,188.0,56.0,Sedentary,Vegetarian,1250.0,93.0,62.5,18.6,1241.0,125.0,15.0,41.0
66,Female,177.0,85.0,Lightly Active,Vegetarian,2014.0,151.0,100.5,30.2,2011.0,201.0,24.12,67.0
38,Female,179.0,65.0,Lightly Active,Vegan,1449.0,108.0,72.0,21.6,1440.0,144.0,17.28,48.0
46,Female,165.0,67.0,Moderately Active,Vegetarian,2030.0,152.0,101.5,30.4,2023.0,203.0,24.36,67.0
51,Male,189.0,60.0,Sedentary,Vegetarian,1837.0,137.0,91.5,27.4,1829.0,183.0,21.96,61.0
52,Male,191.0,57.0,Moderately Active,Vegetarian,2838.0,212.0,141.5,42.4,2826.0,283.0,33.96,94.0
30,Male,175.0,56.0,Very Active,Omnivore,3102.0,232.0,155.0,46.4,3095.0,310.0,37.2,103.0
57,Male,185.0,77.0,Moderately Active,Omnivore,2051.0,153.0,102.5,30.6,2044.0,205.0,24.6,68.0
30,Male,180.0,60.0,Extremely Active,Vegan,3502.0,262.0,175.0,52.4,3492.0,350.0,42.0,116.0
67,Female,189.0,59.0,Sedentary,Omnivore,2030.0,152.0,101.5,30.4,2023.0,203.0,24.36,67.0
33,Male,153.0,95.0,Very Active,Vegan,3012.0,225.0,150.5,45.0,3004.0,301.0,36.12,100.0
18,Male,183.0,71.0,Sedentary,Vegan,2122.0,159.0,106.0,31.8,2114.0,212.0,25.44,70.0
43,Female,194.0,94.0,Moderately Active,Omnivore,2253.0,168.0,112.5,33.6,2247.0,225.0,27.0,75.0
46,Female,192.0,97.0,Very Active,Omnivore,3068.0,230.0,153.0,46.0,3062.0,306.0,36.72,102.0
24,Female,186.0,67.0,Sedentary,Vegan,1861.0,139.0,93.0,27.8,1858.0,186.0,22.32,62.0
23,Male,179.0,80.0,Moderately Active,Vegetarian,2303.0,172.0,115.0,34.4,2292.0,230.0,27.6,76.0
60,Female,154.0,89.0,Lightly Active,Vegan,2413.0,180.0,120.5,36.0,2404.0,241.0,28.92,80.0
18,Male,193.0,78.0,Lightly Active,Vegetarian,3114.0,233.0,155.5,46.6,3103.0,311.0,37.32,103.0
42,Female,174.0,83.0,Very Active,Vegetarian,3167.0,237.0,158.0,47.4,3157.0,316.0,37.92,105.0
43,Female,189.0,67.0,Lightly Active,Vegan,1528.0,114.0,76.0,22.8,1514.0,152.0,18.24,50.0
36,Male,194.0,90.0,Lightly Active,Omnivore,2664.0,199.0,133.0,39.8,2652.0,266.0,31.92,88.0
57,Male,158.0,55.0,Sedentary,Omnivore,1200.0,90.0,60.0,18.0,1200.0,120.0,14.4,40.0
34,Male,200.0,63.0,Sedentary,Omnivore,2058.0,154.0,102.5,30.8,2048.0,205.0,24.6,68.0
63,Male,181.0,59.0,Lightly Active,Vegetarian,1940.0,145.0,97.0,29.0,1932.0,194.0,23.28,64.0
27,Female,172.0,68.0,Lightly Active,Vegan,2506.0,187.0,125.0,37.4,2495.0,250.0,30.0,83.0
45,Female,195.0,88.0,Lightly Active,Vegan,2855.0,214.0,142.5,42.8,2851.0,285.0,34.2,95.0
65,Female,190.0,78.0,Lightly Active,Vegetarian,2537.0,190.0,126.5,38.0,2528.0,253.0,30.36,84.0
62,Male,200.0,73.0,Very Active,Vegetarian,3389.0,254.0,169.0,50.8,3376.0,338.0,40.56,112.0
66,Male,161.0,69.0,Sedentary,Vegetarian,1645.0,123.0,82.0,24.6,1634.0,164.0,19.68,54.0
31,Male,172.0,67.0,Sedentary,Vegan,1914.0,143.0,95.5,28.6,1903.0,191.0,22.92,63.0
55,Male,186.0,75.0,Sedentary,Omnivore,1971.0,147.0,98.5,29.4,1961.0,197.0,23.64,65.0
55,Male,163.0,86.0,Sedentary,Omnivore,1930.0,144.0,96.5,28.8,1924.0,193.0,23.16,64.0
51,Male,165.0,88.0,Extremely Active,Vegetarian,2656.0,199.0,132.5,39.8,2648.0,265.0,31.8,88.0
29,Male,200.0,87.0,Moderately Active,Vegan,2569.0,192.0,128.0,38.4,2557.0,256.0,30.72,85.0
70,Male,193.0,68.0,Lightly Active,Vegan,2619.0,196.0,130.5,39.2,2611.0,261.0,31.32,87.0
19,Female,189.0,59.0,Lightly Active,Vegan,2083.0,156.0,104.0,31.2,2077.0,208.0,24.96,69.0
31,Male,183.0,94.0,Sedentary,Vegan,2320.0,174.0,116.0,34.8,2317.0,232.0,27.84,77.0
32,Female,156.0,59.0,Very Active,Omnivore,2145.0,160.0,107.0,32.0,2135.0,214.0,25.68,71.0
22,Male,196.0,58.0,Moderately Active,Omnivore,2135.0,160.0,106.5,32.0,2131.0,213.0,25.56,71.0
54,Female,189.0,50.0,Lightly Active,Omnivore,1219.0,91.0,60.5,18.2,1208.0,121.0,14.52,40.0
23,Female,187.0,73.0,Lightly Active,Omnivore,2231.0,167.0,111.5,33.4,2226.0,223.0,26.76,74.0
55,Male,175.0,87.0,Very Active,Omnivore,3421.0,256.0,171.0,51.2,3418.0,342.0,41.04,114.0
63,Female,153.0,55.0,Extremely Active,Vegan,2457.0,184.0,122.5,36.8,2445.0,245.0,29.4,81.0
38,Male,151.0,97.0,Moderately Active,Vegetarian,2179.0,163.0,108.5,32.6,2168.0,217.0,26.04,72.0
45,Male,179.0,100.0,Extremely Active,Omnivore,3607.0,270.0,180.0,54.0,3600.0,360.0,43.2,120.0
22,Female,200.0,60.0,Moderately Active,Omnivore,1947.0,146.0,97.0,29.2,1936.0,194.0,23.28,64.0
31,Male,161.0,84.0,Extremely Active,Omnivore,2722.0,204.0,136.0,40.8,2714.0,272.0,32.64,90.0
35,Female,157.0,50.0,Sedentary,Omnivore,1200.0,90.0,60.0,18.0,1200.0,120.0,14.4,40.0
61,Female,172.0,84.0,Lightly Active,Vegan,2492.0,186.0,124.5,37.2,2487.0,249.0,29.88,83.0
54,Female,184.0,75.0,Very Active,Vegan,3034.0,227.0,151.5,45.4,3029.0,303.0,36.36,101.0
54,Male,193.0,54.0,Lightly Active,Vegan,1536.0,115.0,76.5,23.0,1531.0,153.0,18.36,51.0
20,Male,180.0,63.0,Lightly Active,Vegan,2782.0,208.0,139.0,41.6,2772.0,278.0,33.36,92.0
21,Female,160.0,95.0,Lightly Active,Omnivore,2815.0,211.0,140.5,42.2,2805.0,281.0,33.72,93.0
32,Female,166.0,74.0,Extremely Active,Vegetarian,3267.0,245.0,163.0,49.0,3256.0,326.0,39.12,108.0
49,Male,172.0,70.0,Very Active,Vegetarian,2647.0,198.0,132.0,39.6,2640.0,264.0,31.68,88.0
64,Male,181.0,83.0,Moderately Active,Omnivore,2551.0,191.0,127.5,38.2,2549.0,255.0,30.6,85.0
38,Female,182.0,53.0,Sedentary,Omnivore,1200.0,90.0,60.0,18.0,1200.0,120.0,14.4,40.0
56,Female,163.0,81.0,Lightly Active,Vegan,1908.0,143.0,95.0,28.6,1899.0,190.0,22.8,63.0
39,Female,153.0,51.0,Extremely Active,Vegan,2109.0,158.0,105.0,31.6,2102.0,210.0,25.2,70.0
66,Male,178.0,69.0,Sedentary,Omnivore,1273.0,95.0,63.5,19.0,1266.0,127.0,15.24,42.0
24,Male,176.0,88.0,Sedentary,Omnivore,1738.0,130.0,86.5,26.0,1725.0,173.0,20.76,57.0
34,Male,195.0,50.0,Extremely Active,Vegan,3452.0,258.0,172.5,51.6,3447.0,345.0,41.4,115.0
28,Male,196.0,94.0,Extremely Active,Vegan,3857.0,289.0,192.5,57.8,3848.0,385.0,46.2,128.0
62,Male,198.0,67.0,Very Active,Vegan,3264.0,244.0,163.0,48.8,3252.0,326.0,39.12,108.0
46,Male,196.0,73.0,Very Active,Vegan,2484.0,186.0,124.0,37.2,2474.0,248.0,29.76,82.0
23,Female,176.0,89.0,Moderately Active,Vegetarian,3156.0,236.0,157.5,47.2,3149.0,315.0,37.8,105.0
65,Male,156.0,67.0,Moderately Active,Vegan,2553.0,191.0,127.5,38.2,2549.0,255.0,30.6,85.0
34,Male,191.0,74.0,Lightly Active,Vegetarian,2932.0,219.0,146.5,43.8,2921.0,293.0,35.16,97.0
35,Female,164.0,78.0,Very Active,Vegan,2534.0,190.0,126.5,38.0,2528.0,253.0,30.36,84.0
19,Male,162.0,52.0,Extremely Active,Omnivore,3240.0,243.0,162.0,48.6,3240.0,324.0,38.88,108.0
40,Female,156.0,68.0,Extremely Active,Vegan,2458.0,184.0,122.5,36.8,2445.0,245.0,29.4,81.0
27,Male,159.0,75.0,Lightly Active,Omnivore,2218.0,166.0,110.5,33.2,2205.0,221.0,26.52,73.0
60,Male,154.0,85.0,Lightly Active,Omnivore,2086.0,156.0,104.0,31.2,2077.0,208.0,24.96,69.0
46,Male,188.0,93.0,Very Active,Omnivore,3743.0,280.0,187.0,56.0,3732.0,374.0,44.88,124.0
36,Female,193.0,95.0,Moderately Active,Vegetarian,2813.0,210.0,140.5,42.0,2801.0,281.0,33.72,93.0
64,Female,158.0,95.0,Very Active,Vegetarian,2012.0,150.0,100.5,30.0,2007.0,201.0,24.12,67.0
46,Female,199.0,75.0,Extremely Active,Vegetarian,3545.0,265.0,177.0,53.0,3538.0,354.0,42.48,118.0
56,Male,177.0,99.0,Extremely Active,Omnivore,2960.0,222.0,148.0,44.4,2954.0,296.0,35.52,98.0
18,Male,163.0,61.0,Sedentary,Vegan,1852.0,138.0,92.5,27.6,1841.0,185.0,22.2,61.0
62,Male,186.0,86.0,Extremely Active,Omnivore,3263.0,244.0,163.0,48.8,3252.0,326.0,39.12,108.0
27,Male,179.0,72.0,Moderately Active,Vegan,2148.0,161.0,107.0,32.2,2139.0,214.0,25.68,71.0
33,Male,200.0,80.0,Lightly Active,Vegan,2598.0,194.0,129.5,38.8,2586.0,259.0,31.08,86.0
50,Female,197.0,73.0,Extremely Active,Vegetarian,2445.0,183.0,122.0,36.6,2437.0,244.0,29.28,81.0
34,Female,162.0,61.0,Extremely Active,Vegetarian,2953.0,221.0,147.5,44.2,2946.0,295.0,35.4,98.0
21,Male,159.0,94.0,Very Active,Vegan,2663.0,199.0,133.0,39.8,2652.0,266.0,31.92,88.0
43,Female,187.0,84.0,Lightly Active,Vegetarian,2745.0,205.0,137.0,41.0,2735.0,274.0,32.88,91.0
42,Female,200.0,74.0,Sedentary,Vegetarian,2442.0,183.0,122.0,36.6,2437.0,244.0,29.28,81.0
22,Male,194.0,100.0,Extremely Active,Vegetarian,3504.0,262.0,175.0,52.4,3492.0,350.0,42.0,116.0
36,Female,163.0,51.0,Moderately Active,Omnivore,1341.0,100.0,67.0,20.0,1332.0,134.0,16.08,44.0
52,Female,184.0,94.0,Lightly Active,Vegan,2294.0,172.0,114.5,34.4,2288.0,229.0,27.48,76.0
30,Female,162.0,60.0,Extremely Active,Vegan,2472.0,185.0,123.5,37.0,2466.0,247.0,29.64,82.0
35,Female,172.0,99.0,Very Active,Vegetarian,3482.0,261.0,174.0,52.2,3480.0,348.0,41.76,116.0
26,Male,182.0,92.0,Sedentary,Vegetarian,2319.0,173.0,115.5,34.6,2309.0,231.0,27.72,77.0
27,Male,157.0,100.0,Moderately Active,Vegetarian,3369.0,252.0,168.0,50.4,3360.0,336.0,40.32,112.0
21,Male,182.0,75.0,Extremely Active,Vegetarian,2896.0,217.0,144.5,43.4,2888.0,289.0,34.68,96.0
19,Male,175.0,79.0,Sedentary,Vegan,2652.0,198.0,132.5,39.6,2644.0,265.0,31.8,88.0
25,Male,179.0,88.0,Very Active,Vegetarian,3740.0,280.0,187.0,56.0,3732.0,374.0,44.88,124.0
64,Female,183.0,61.0,Very Active,Vegan,2195.0,164.0,109.5,32.8,2189.0,219.0,26.28,73.0
25,Male,169.0,79.0,Sedentary,Vegetarian,1571.0,117.0,78.5,23.4,1564.0,157.0,18.84,52.0
39,Female,183.0,50.0,Very Active,Vegan,2721.0,204.0,136.0,40.8,2714.0,272.0,32.64,90.0
25,Female,182.0,62.0,Moderately Active,Vegetarian,1780.0,133.0,89.0,26.6,1775.0,178.0,21.36,59.0
63,Male,160.0,68.0,Very Active,Vegan,2363.0,177.0,118.0,35.4,2354.0,236.0,28.32,78.0
64,Female,167.0,66.0,Very Active,Omnivore,1609.0,120.0,80.0,24.0,1597.0,160.0,19.2,53.0
31,Female,184.0,67.0,Lightly Active,Vegetarian,2068.0,155.0,103.0,31.0,2056.0,206.0,24.72,68.0
45,Female,177.0,61.0,Sedentary,Omnivore,2096.0,157.0,104.5,31.4,2085.0,209.0,25.08,69.0
61,Male,171.0,56.0,Very Active,Vegetarian,2292.0,171.0,114.5,34.2,2284.0,229.0,27.48,76.0
